Datum ,NO (µg/m³),NO2 (µg/m³),Ozon (µg/m³),Temperatur (°C),Globalstrahlung (W/m²),Niederschlag (mm),Windrichtung (°),Windgeschwindigkeit (m/s),Taupunkt (°C),,NO (µg/m³),NO Max,NO2 (µg/m³),NO2 Max,Ozon (µg/m³),Ozon Max,Temperatur (°C),Globalstrahlung (W/m²),Niederschlag (mm),Temperatur (°C),Temperatur (°C),Ozon-8h-Mittel 12-20h,,Wind-G mittel (m/s),Wind-G Max
6/26/2014 7:30,0.4,5.2,67.7,14.2,246,0,78,2,,,,,,,,,,,,,,,54.2,,
6/26/2014 8:00,0.7,4.4,68.4,15.4,422,0,77,1.9,,,,,,,,,,,,,,,53.7,,
6/26/2014 8:30,1,5.4,71.5,16.4,481,0,83,1.4,,,,,,,,,,,,,,,53.4,,
6/26/2014 9:00,4.5,10.9,72.8,17.3,607,0,63,0.6,,,,,,,,,,,,,,,53.5,,
6/26/2014 9:30,8,12.9,75.9,17.7,657,0,287,0.3,,,,,,,,,,,,,,,53.5,,
6/26/2014 10:00,17,22.9,72.6,18.1,727,0,307,1.4,,,,,,,,,,,,,,,53.2,,
6/26/2014 10:30,18.4,21.4,73.9,18.3,772,0,293,0.8,,,,,,,,,,,,,,,54.5,,
6/26/2014 11:00,12,20.1,75.5,19,706,0,288,0.9,,,,,,,,,,,,,,,54.6,,
6/26/2014 11:30,10.2,18.1,81.4,19.5,854,0,300,1.3,,,,,,,,,,,,,,,56.5,,
6/26/2014 12:00,15.4,21.8,85.1,20.1,904,0,284,1.5,,,,,,,,,,,,,,,58.8,,
6/26/2014 12:30,6.3,13.1,92,20.7,861,0,348,0.7,,,,,,,,,,,,,,,61.7,,
6/26/2014 13:00,9.3,17.3,91.8,21,829,0,318,0.9,,,,,,,,,,,,,,,65.7,,
6/26/2014 13:30,16,24.8,90.1,21.2,905,0,282,2.2,,,,,,,,,,,,,,,69.6,,
6/26/2014 14:00,15.5,25.6,91.5,21.9,885,0,278,2.1,,,,,,,,,,,,,,,74.1,,
6/26/2014 14:30,12.5,21.4,93.8,22.5,810,0,315,1.4,,,,,,,,,,,,,,,78.5,,
6/26/2014 15:00,15,22.8,96.2,22.5,844,0,284,1.4,,,,,,,,,,,,,,,81.3,,
6/26/2014 15:30,8,17.8,101.4,22.4,458,0,320,1.7,,,,,,,,,,,,,,,83.4,,
6/26/2014 16:00,11.3,22.6,101.8,22.7,623,0,298,2.1,,,,,,,,,,,,,,,85.5,,
6/26/2014 16:30,18.3,36.4,95.7,23,661,0,288,2,,,,,,,,,,,,,,,87.0,,
6/26/2014 17:00,11.2,25.5,98.9,23.3,594,0,344,1,,,,,,,,,,,,,,,88.6,,
6/26/2014 17:30,11.3,20.7,101.5,23.3,504,0,297,2.2,,,,,,,,,,,,,,,90.2,,
6/26/2014 18:00,5.1,13.9,107.3,23.2,408,0,320,1.6,,,,,,,,,,,,,,,92.4,,
6/26/2014 18:30,10.5,19.5,104.1,23,318,0,294,2,,,,,,,,,,,,,,,94.3,,
6/26/2014 19:00,3.7,11.6,110.8,22.8,235,0,311,1.7,,,,,,,,,,,,,,,96.5,,
6/26/2014 19:30,5.6,17.7,103.9,22.4,154,0,315,1.6,,,,,,,,,,,,,,,97.9,,
6/26/2014 20:00,7.8,25.9,91,22.1,58,0,350,1.1,,,,,,,,,,,,,,,98.2,,
6/26/2014 20:30,0.1,5.5,106.2,20.6,14,0,49,1.1,,,,,,,,,,,,,,,99.1,,
6/26/2014 21:00,0,5.4,103.7,19.6,3,0,63,0.9,,,,,,,,,,,,,,,99.9,,
6/26/2014 21:30,0.1,5.3,105.2,19.1,1,0,91,0.9,,,,,,,,,,,,,,,100.8,,
6/26/2014 22:00,0.1,5.2,104.2,18.8,1,0,93,1,,,,,,,,,,,,,,,101.6,,
6/26/2014 22:30,0.1,5.9,101.6,18.5,1,0,74,0.9,,,,,,,,,,,,,,,102.1,,
6/26/2014 23:00,0.1,6.3,100.4,18.1,1,0,116,1,,,,,,,,,,,,,,,102.4,,
6/26/2014 23:30,0.1,10.9,91.4,17.7,1,0,131,0.5,,,,,,,,,,,,,,,101.7,,
6/27/2014 0:00,0.1,10.7,90.1,17.2,1,0,126,0.4,,,,,,,,,,,,,,,101.0,,
6/27/2014 0:30,0,5.9,95.8,16.9,1,0,106,0.8,,,,,,,,,,,,,,,101.0,,
6/27/2014 1:00,0.4,10.9,83.2,16.4,1,0,223,0.2,,,,,,,,,,,,,,,100.0,,
6/27/2014 1:30,0.3,10.8,79,16,1,0,135,0.5,,,,,,,,,,,,,,,98.6,,
6/27/2014 2:00,2,12,80,16.4,1,0,269,0.6,,,,,,,,,,,,,,,96.9,,
6/27/2014 2:30,0.4,8.2,77.4,15.2,1,0,280,0.2,,,,,,,,,,,,,,,95.2,,
6/27/2014 3:00,4.4,22.6,52.9,14.1,1,0,359,0.5,,,,,,,,,,,,,,,91.6,,
6/27/2014 3:30,0.6,30.3,,13.5,1,0,20,0.3,,,,,,,,,,,,,,,90.8,,
6/27/2014 4:00,1.3,26.2,41.4,13.6,1,0,73,0.2,,,,,,,,,,,,,,,87.5,,
6/27/2014 4:30,0.4,24.9,43.9,13.4,4,0,48,0.3,,,,,,,,,,,,,,,83.3,,
6/27/2014 5:00,3,25.7,49.9,13.5,13,0,198,0.3,,,,,,,,,,,,,,,79.8,,
6/27/2014 5:30,1.2,18.9,62.9,13.9,54,0,161,0.6,,,,,,,,,,,,,,,76.9,,
6/27/2014 6:00,4.8,26,55.1,14.9,119,0,162,0.5,,,,,,,,,,,,,,,73.7,,
6/27/2014 6:30,14.4,43.4,43.7,16,168,0,154,0.5,,,,,,,,,,,,,,,69.8,,
6/27/2014 7:00,19.6,40.1,53.3,17.6,269,0,152,0.6,,,,,,,,,,,,,,,66.7,,
6/27/2014 7:30,24.6,44,62.6,19.4,356,0,140,0.7,,,,,,,,,,,,,,,64.7,,
6/27/2014 8:00,1.4,9.1,93.1,20.3,431,0,113,1.1,,,,,,,,,,,,,,,64.9,,
6/27/2014 8:30,3.8,10.9,93.7,20.9,499,0,97,1.2,,,,,,,,,,,,,,,64.8,,
6/27/2014 9:00,7.8,23.1,90.5,22,571,0,136,0.8,,,,,,,,,,,,,,,65.3,,
6/27/2014 9:30,12.8,34,79.3,22.5,655,0,176,1,,,,,,,,,,,,,,,65.3,,
6/27/2014 10:00,15.8,38.7,71.9,22.8,630,0,190,0.8,,,,,,,,,,,,,,,64.8,,
6/27/2014 10:30,11.4,36.1,76.4,23.2,554,0,163,1,,,,,,,,,,,,,,,64.7,,
6/27/2014 11:00,11.6,36.8,89.2,23.9,640,0,175,0.6,,,,,,,,,,,,,,,67.1,,
6/27/2014 11:30,15.2,41.1,98.2,23.7,607,0,211,0.8,,,,,,,,,,,,,,,69.1,,
6/27/2014 12:00,8.7,29.8,123.9,24.5,817,0,235,0.9,,,,,,,,,,,,,,,74.2,,
6/27/2014 12:30,14.3,36.1,126.3,24.9,903,0,266,1.4,,,,,,,,,,,,,,,79.4,,
6/27/2014 13:00,11.9,31,127.6,25.6,964,0,256,1.1,,,,,,,,,,,,,,,84.2,,
6/27/2014 13:30,12.8,33.2,122.8,25.7,670,0,264,1.5,,,,,,,,,,,,,,,88.0,,
6/27/2014 14:00,5.5,23.3,135.5,25.6,634,0,201,0.4,,,,,,,,,,,,,,,93.0,,
6/27/2014 14:30,8,27.5,138.2,25.5,379,0,267,0.4,,,,,,,,,,,,,,,98.9,,
6/27/2014 15:00,1.5,21.3,143.6,25.7,339,0,148,0.6,,,,,,,,,,,,,,,104.6,,
6/27/2014 15:30,5.2,26.1,137.9,26.1,364,0,166,0.7,,,,,,,,,,,,,,,109.3,,
6/27/2014 16:00,7.8,36.4,128.8,26.5,397,0,223,0.5,,,,,,,,,,,,,,,111.5,,
6/27/2014 16:30,5.8,25.1,129.9,26.8,448,0,225,0.8,,,,,,,,,,,,,,,113.8,,
6/27/2014 17:00,9,36.5,118.6,26.9,326,0,213,0.7,,,,,,,,,,,,,,,115.5,,
6/27/2014 17:30,7.2,29.7,119.3,26.7,294,0,206,0.7,,,,,,,,,,,,,,,118.0,,
6/27/2014 18:00,10,33.4,108.2,26.4,158,0,256,1,,,,,,,,,,,,,,,120.3,,
6/27/2014 18:30,6.9,32.3,107.5,26.3,178,0,249,0.9,,,,,,,,,,,,,,,122.2,,
6/27/2014 19:00,13.5,38.4,98.8,25.4,67,0,294,1.7,,,,,,,,,,,,,,,122.8,,
6/27/2014 19:30,7.2,30.7,95.3,23.7,42,0,345,1.3,,,,,,,,,,,,,,,122.6,,
6/27/2014 20:00,4.5,20.8,101,23.2,26,0,4,0.9,,,,,,,,,,,,,,,121.2,,
6/27/2014 20:30,1.5,20.7,100.6,22.9,9,0,15,0.6,,,,,,,,,,,,,,,119.6,,
6/27/2014 21:00,0.2,14.5,99.5,22.5,2,0,75,0.5,,,,,,,,,,,,,,,117.8,,
6/27/2014 21:30,0.1,19,87.6,21.9,1,0,92,0.4,,,,,,,,,,,,,,,115.6,,
6/27/2014 22:00,0.2,18.5,82,21.3,1,0,83,0.4,,,,,,,,,,,,,,,112.3,,
6/27/2014 22:30,0.1,21.7,81,20.8,1,0,148,0.3,,,,,,,,,,,,,,,108.7,,
6/27/2014 23:00,0.6,21.3,84.5,20.7,2,0,158,0.7,,,,,,,,,,,,,,,105.0,,
6/27/2014 23:30,1.1,17.4,87.3,20.7,1,0,226,0.4,,,,,,,,,,,,,,,101.9,,
6/28/2014 0:00,1.7,21.8,74.3,19.3,1,0,316,2,,,,,,,,,,,,,,,98.5,,
6/28/2014 0:30,0.9,15.4,83.7,18.7,1,0.32,32,1,,,,,,,,,,,,,,,95.6,,
6/28/2014 1:00,0.3,13.6,72.5,17.8,1,1.07,116,1.2,,,,,,,,,,,,,,,92.7,,
6/28/2014 1:30,0.5,11.3,70,17.2,1,0.01,119,0.7,,,,,,,,,,,,,,,89.6,,
6/28/2014 2:00,0.6,12.2,67.3,17.3,1,0,138,0.4,,,,,,,,,,,,,,,87.1,,
6/28/2014 2:30,0.3,10.1,63.9,17,1,0,125,0.7,,,,,,,,,,,,,,,84.3,,
6/28/2014 3:00,0.3,10,61.3,16.7,1,0,146,1,,,,,,,,,,,,,,,82.0,,
6/28/2014 3:30,0.3,9.2,57.7,16.3,1,0,144,1.2,,,,,,,,,,,,,,,79.6,,
6/28/2014 4:00,0.4,9.9,55.6,16.3,1,0,136,0.5,,,,,,,,,,,,,,,76.8,,
6/28/2014 4:30,0.5,10.6,,16,3,0,124,0.5,,,,,,,,,,,,,,,75.2,,
6/28/2014 5:00,0.4,9.5,61,16.1,16,0,119,1.2,,,,,,,,,,,,,,,72.6,,
6/28/2014 5:30,0.9,11.5,61.5,16.6,43,0,138,1,,,,,,,,,,,,,,,70.9,,
6/28/2014 6:00,0.8,13.8,57.3,16.8,79,0,139,1.4,,,,,,,,,,,,,,,69.3,,
6/28/2014 6:30,1.1,14.8,55.5,17.2,126,0,129,1.4,,,,,,,,,,,,,,,67.6,,
6/28/2014 7:00,2.3,16.9,50.3,18,209,0,136,1.4,,,,,,,,,,,,,,,65.3,,
6/28/2014 7:30,1.8,15.5,55.3,18.7,225,0,134,1.5,,,,,,,,,,,,,,,63.1,,
6/28/2014 8:00,2.1,16,60.7,19.4,296,0,133,1.3,,,,,,,,,,,,,,,62.2,,
6/28/2014 8:30,2,15.7,62.9,20.3,309,0,138,1.3,,,,,,,,,,,,,,,60.9,,
6/28/2014 9:00,1.6,13.9,69.5,20.8,331,0,125,1.5,,,,,,,,,,,,,,,60.7,,
6/28/2014 9:30,2.4,14.7,71.7,21.9,410,0,140,1.3,,,,,,,,,,,,,,,60.8,,
6/28/2014 10:00,4,21.5,64,22,242,0,160,1.2,,,,,,,,,,,,,,,60.5,,
6/28/2014 10:30,11.1,31.5,55.4,22,196,0,175,0.8,,,,,,,,,,,,,,,60.0,,
6/28/2014 11:00,2.9,24.9,60.7,21.3,147,0.16,165,0.9,,,,,,,,,,,,,,,59.9,,
6/28/2014 11:30,2.8,25.3,57.4,20.7,205,0.28,160,1,,,,,,,,,,,,,,,59.9,,
6/28/2014 12:00,4,24.8,61.7,20.8,247,0.02,159,1,,,,,,,,,,,,,,,60.3,,
6/28/2014 12:30,2.1,19.6,65.5,20.6,234,0.22,145,0.9,,,,,,,,,,,,,,,60.7,,
6/28/2014 13:00,1.5,17.3,69.6,20.1,197,0.16,143,1.2,,,,,,,,,,,,,,,61.2,,
6/28/2014 13:30,1.3,15.8,70.4,19.8,204,0,125,1.7,,,,,,,,,,,,,,,61.7,,
6/28/2014 14:00,2,17,71.1,20,179,0,148,1.4,,,,,,,,,,,,,,,62.6,,
6/28/2014 14:30,2.4,17.6,73.6,20.3,199,0,151,1.6,,,,,,,,,,,,,,,63.7,,
6/28/2014 15:00,1,11.2,83.5,20.5,218,0,146,1.9,,,,,,,,,,,,,,,65.8,,
6/28/2014 15:30,0.7,8.6,87.6,19.9,256,0.02,138,2.3,,,,,,,,,,,,,,,67.8,,
6/28/2014 16:00,2,9.8,86.3,20.5,391,0,145,2,,,,,,,,,,,,,,,69.4,,
6/28/2014 16:30,1,6.2,95.7,21.6,485,0,145,2.2,,,,,,,,,,,,,,,71.5,,
6/28/2014 17:00,1,7.7,96.6,22.1,385,0,150,1.6,,,,,,,,,,,,,,,73.2,,
6/28/2014 17:30,1.5,10.1,91.9,21.8,207,0,147,1.4,,,,,,,,,,,,,,,74.4,,
6/28/2014 18:00,0.4,5.6,89.5,21.2,110,0,109,1.4,,,,,,,,,,,,,,,76.0,,
6/28/2014 18:30,0.3,8.5,86.9,21.1,93,0,125,1.3,,,,,,,,,,,,,,,78.0,,
6/28/2014 19:00,0.2,8.6,86.1,21.3,106,0,114,1,,,,,,,,,,,,,,,79.6,,
6/28/2014 19:30,0.1,9.9,84.2,21.1,43,0,125,1.5,,,,,,,,,,,,,,,81.3,,
6/28/2014 20:00,0.1,9.6,85.4,20.9,13,0,110,1.1,,,,,,,,,,,,,,,82.7,,
6/28/2014 20:30,0.4,11.2,87.5,21.1,5,0.01,114,1.3,,,,,,,,,,,,,,,84.1,,
6/28/2014 21:00,0.2,15.3,69.4,19.4,1,2.29,135,1.3,,,,,,,,,,,,,,,84.1,,
6/28/2014 21:30,0.1,12.9,66.3,18.3,1,0.11,124,1,,,,,,,,,,,,,,,83.9,,
6/28/2014 22:00,0.4,13.8,61.4,18.2,1,4.08,131,0.9,,,,,,,,,,,,,,,83.2,,
6/28/2014 22:30,11.1,26.9,45.1,18,1,1.04,90,0.6,,,,,,,,,,,,,,,81.5,,
6/28/2014 23:00,3.4,18.2,58,17.6,1,3.91,232,0.7,,,,,,,,,,,,,,,79.9,,
6/28/2014 23:30,0.1,8.9,59.3,16.3,1,0.18,110,0.8,,,,,,,,,,,,,,,78.1,,
6/29/2014 0:00,0.5,10.5,62.6,15.9,1,0.14,101,1.2,,,,,,,,,,,,,,,76.6,,
6/29/2014 0:30,0.1,7.3,63,15.8,1,0.02,131,0.8,,,,,,,,,,,,,,,74.6,,
6/29/2014 1:00,0.1,9,55.1,15.9,1,0.01,136,0.9,,,,,,,,,,,,,,,72.0,,
6/29/2014 1:30,,,,16.1,1,0,125,0.9,,,,,,,,,,,,,,,70.7,,
6/29/2014 2:00,0.1,9.5,46.1,16.3,1,0,111,0.7,,,,,,,,,,,,,,,67.8,,
6/29/2014 2:30,0,9.8,41,16.6,1,0,122,0.7,,,,,,,,,,,,,,,64.7,,
6/29/2014 3:00,0.1,9.7,61.8,17.2,1,0,151,1.4,,,,,,,,,,,,,,,63.1,,
6/29/2014 3:30,0.2,8.9,59.6,17.4,1,0,149,0.7,,,,,,,,,,,,,,,61.4,,
6/29/2014 4:00,0.2,8.6,47.5,17.1,1,0,95,0.5,,,,,,,,,,,,,,,58.9,,
6/29/2014 4:30,0.1,8.8,40.4,16.9,2,0,88,0.7,,,,,,,,,,,,,,,55.8,,
6/29/2014 5:00,0.9,10.3,37.4,16.8,6,0,109,0.7,,,,,,,,,,,,,,,53.6,,
6/29/2014 5:30,0.2,9.2,51.1,16.9,13,0,134,1,,,,,,,,,,,,,,,52.6,,
6/29/2014 6:00,0.2,9.4,56.3,17,16,0.69,130,1,,,,,,,,,,,,,,,52.3,,
6/29/2014 6:30,0.2,10.6,57.4,17,20,0.37,134,0.9,,,,,,,,,,,,,,,53.1,,
6/29/2014 7:00,0.3,11.1,60.7,16.9,43,0.08,141,1.1,,,,,,,,,,,,,,,53.3,,
6/29/2014 7:30,0.7,12,60.7,17.1,48,0,157,0.9,,,,,,,,,,,,,,,53.4,,
6/29/2014 8:00,0.6,11,59.4,17.3,70,0.02,165,1.1,,,,,,,,,,,,,,,53.2,,
6/29/2014 8:30,1,11.5,55.7,17.3,77,0.02,167,1,,,,,,,,,,,,,,,52.7,,
6/29/2014 9:00,4.1,12.7,54.6,17.3,110,0.02,253,1.1,,,,,,,,,,,,,,,52.6,,
6/29/2014 9:30,5.7,12,55.1,17.5,118,0,273,2,,,,,,,,,,,,,,,52.8,,
6/29/2014 10:00,12.2,22.9,38.4,16.5,71,0,289,2.3,,,,,,,,,,,,,,,52.3,,
6/29/2014 10:30,7.9,28.8,35.1,15.8,86,0,297,1.9,,,,,,,,,,,,,,,52.0,,
6/29/2014 11:00,9.6,23.4,47.9,16.1,110,0.02,299,1.9,,,,,,,,,,,,,,,51.1,,
6/29/2014 11:30,12.7,27.3,50.6,16.4,181,0,279,2.4,,,,,,,,,,,,,,,50.5,,
6/29/2014 12:00,10.9,22.5,55.7,16.4,208,0,277,2,,,,,,,,,,,,,,,51.0,,
6/29/2014 12:30,14.5,24.7,50.6,16.7,121,0,273,1.8,,,,,,,,,,,,,,,51.7,,
6/29/2014 13:00,7.7,12.3,60.8,17.3,423,0,272,2.6,,,,,,,,,,,,,,,53.1,,
6/29/2014 13:30,10.4,13.6,74.4,18.1,490,0,273,3,,,,,,,,,,,,,,,54.6,,
6/29/2014 14:00,8.1,11.9,75,18.3,442,0,280,3.3,,,,,,,,,,,,,,,55.8,,
6/29/2014 14:30,10.2,15.5,66.9,17.7,149,0,280,3.2,,,,,,,,,,,,,,,56.4,,
6/29/2014 15:00,7.6,16.1,59.5,16.9,411,0,331,1.2,,,,,,,,,,,,,,,56.3,,
6/29/2014 15:30,4.7,11.1,65.1,18,585,0,17,0.7,,,,,,,,,,,,,,,56.6,,
6/29/2014 16:00,5.5,14.8,68.8,18.1,311,0,330,0.5,,,,,,,,,,,,,,,57.1,,
6/29/2014 16:30,3.7,13.8,72,18.6,304,0,27,0.5,,,,,,,,,,,,,,,58.2,,
6/29/2014 17:00,5.2,15.1,72.9,18.9,274,0,21,0.4,,,,,,,,,,,,,,,59.3,,
6/29/2014 17:30,9.3,23.9,66.1,19.4,217,0,246,0.3,,,,,,,,,,,,,,,60.0,,
6/29/2014 18:00,8.5,19.8,70,19.5,125,0,294,0.8,,,,,,,,,,,,,,,62.0,,
6/29/2014 18:30,3.9,17.1,68.8,19,40,0.11,340,0.8,,,,,,,,,,,,,,,64.1,,
6/29/2014 19:00,1.1,17.6,61.5,17.6,28,0.46,136,1,,,,,,,,,,,,,,,64.9,,
6/29/2014 19:30,1.3,12.6,63,15.5,66,0.09,120,1,,,,,,,,,,,,,,,65.7,,
6/29/2014 20:00,0.3,10.2,56.4,15.3,23,0,124,0.7,,,,,,,,,,,,,,,65.7,,
6/29/2014 20:30,0.7,11.4,49.8,15.1,6,1.01,132,0.9,,,,,,,,,,,,,,,65.7,,
6/29/2014 21:00,1.3,13.9,41.9,14.7,2,1.56,124,0.7,,,,,,,,,,,,,,,64.5,,
6/29/2014 21:30,0.4,9.4,45,14.4,1,0.02,110,0.6,,,,,,,,,,,,,,,62.7,,
6/29/2014 22:00,0.3,10.8,37.5,14.4,1,0,115,0.3,,,,,,,,,,,,,,,60.3,,
6/29/2014 22:30,0.2,9.3,36.3,14.1,1,0,99,0.4,,,,,,,,,,,,,,,58.4,,
6/29/2014 23:00,0.1,9.8,34.5,13.9,1,0,138,0.6,,,,,,,,,,,,,,,56.9,,
6/29/2014 23:30,0,8.4,34.2,13.8,1,0,112,0.8,,,,,,,,,,,,,,,54.9,,
6/30/2014 0:00,0.1,8.5,32.2,13.9,1,0.03,139,0.5,,,,,,,,,,,,,,,52.6,,
6/30/2014 0:30,0.1,8.7,28.5,13.8,1,0,124,0.4,,,,,,,,,,,,,,,49.9,,
6/30/2014 1:00,0.3,9.9,24.7,13.7,1,0,119,0.4,,,,,,,,,,,,,,,46.9,,
6/30/2014 1:30,0.3,10.5,25.4,13.7,1,0,144,0.7,,,,,,,,,,,,,,,44.4,,
6/30/2014 2:00,0,10.6,22.2,13.7,1,0,121,0.6,,,,,,,,,,,,,,,41.4,,
6/30/2014 2:30,0.2,11.7,,13.7,1,0,111,0.6,,,,,,,,,,,,,,,39.5,,
6/30/2014 3:00,0.2,12.6,18.4,13.6,1,0,110,0.4,,,,,,,,,,,,,,,36.7,,
6/30/2014 3:30,0.3,12.3,18.2,13.6,1,0,131,0.6,,,,,,,,,,,,,,,33.7,,
6/30/2014 4:00,0.2,11.8,16.7,13.6,1,0,114,0.3,,,,,,,,,,,,,,,31.0,,
6/30/2014 4:30,0.3,12.8,14.4,13.6,3,0,125,0.5,,,,,,,,,,,,,,,28.7,,
6/30/2014 5:00,0.7,14.2,12.2,13.6,15,0,136,0.7,,,,,,,,,,,,,,,26.7,,
6/30/2014 5:30,10.7,23.7,8.2,13.9,21,0,236,0.5,,,,,,,,,,,,,,,24.2,,
6/30/2014 6:00,31.6,36.2,17.3,14.2,11,0.1,272,1.6,,,,,,,,,,,,,,,22.9,,
6/30/2014 6:30,34.6,41.6,13.2,14.3,38,0.01,286,0.8,,,,,,,,,,,,,,,21.4,,
6/30/2014 7:00,17.4,33.8,13.2,14.4,46,0,341,0.5,,,,,,,,,,,,,,,19.9,,
6/30/2014 7:30,25.2,36,14.5,14.6,88,0.02,329,0.4,,,,,,,,,,,,,,,18.6,,
6/30/2014 8:00,47.7,42.1,17.1,14.9,149,0,305,0.9,,,,,,,,,,,,,,,17.6,,
6/30/2014 8:30,64,52.4,15.1,15.3,119,0,289,1,,,,,,,,,,,,,,,16.7,,
6/30/2014 9:00,50,48.7,24.8,15.5,169,0,279,2.2,,,,,,,,,,,,,,,16.7,,
6/30/2014 9:30,39.7,40.8,34.4,15.9,277,0,270,2.1,,,,,,,,,,,,,,,17.3,,
6/30/2014 10:00,35.8,35.8,37.3,16.4,439,0,274,2.1,,,,,,,,,,,,,,,18.3,,
6/30/2014 10:30,35.1,39.6,43.6,16.9,309,0.92,287,1.4,,,,,,,,,,,,,,,19.9,,
6/30/2014 11:00,26.3,36.2,45.1,15.5,247,0.02,302,1.5,,,,,,,,,,,,,,,21.6,,
6/30/2014 11:30,10.3,28.6,44.4,15.8,323,0,174,0.8,,,,,,,,,,,,,,,23.2,,
6/30/2014 12:00,12.8,24.3,57.6,17.5,917,0,175,0.9,,,,,,,,,,,,,,,25.8,,
6/30/2014 12:30,15,21.9,71.6,18.4,920,0,246,0.7,,,,,,,,,,,,,,,29.4,,
6/30/2014 13:00,13.6,22.3,78.2,19.2,652,0,259,1.1,,,,,,,,,,,,,,,33.5,,
6/30/2014 13:30,12.6,21.9,86.4,19.8,724,0,275,1.7,,,,,,,,,,,,,,,38.4,,
6/30/2014 14:00,14.8,25.6,85.2,20.5,445,0,290,1.3,,,,,,,,,,,,,,,42.6,,
6/30/2014 14:30,7,16.3,84.8,18,281,0,17,1.2,,,,,,,,,,,,,,,47.1,,
6/30/2014 15:00,2.6,11.9,85.4,19.1,477,0,100,0.8,,,,,,,,,,,,,,,51.6,,
6/30/2014 15:30,15,31.1,76,19.5,103,0,306,1.3,,,,,,,,,,,,,,,55.4,,
6/30/2014 16:00,11,21.7,87.8,20.2,358,0,312,1.8,,,,,,,,,,,,,,,59.9,,
6/30/2014 16:30,20,36.6,74.5,20.2,203,0,293,2.4,,,,,,,,,,,,,,,63.6,,
6/30/2014 17:00,17.6,32.7,78.8,20.6,357,0,273,2.8,,,,,,,,,,,,,,,66.9,,
6/30/2014 17:30,17.1,29.8,80.2,20.5,165,0,273,2.5,,,,,,,,,,,,,,,69.8,,
6/30/2014 18:00,16.1,37.5,70.4,20.1,128,0,267,1.5,,,,,,,,,,,,,,,71.9,,
6/30/2014 18:30,10.8,30.2,75.9,20.4,182,0,278,1.6,,,,,,,,,,,,,,,73.9,,
6/30/2014 19:00,18.4,34.4,70.9,19.9,38,0,276,1.7,,,,,,,,,,,,,,,75.5,,
6/30/2014 19:30,14.6,32.4,66.4,19.5,22,0,319,0.9,,,,,,,,,,,,,,,76.9,,
6/30/2014 20:00,0.8,16.6,74.7,18.3,29,0,53,0.9,,,,,,,,,,,,,,,78.0,,
6/30/2014 20:30,3,26,57.6,17.7,8,0,160,0.1,,,,,,,,,,,,,,,77.1,,
6/30/2014 21:00,4.5,29.8,58.3,17.2,3,0,151,0.5,,,,,,,,,,,,,,,75.8,,
6/30/2014 21:30,1.3,19.1,62.7,16.5,1,0,360,0.3,,,,,,,,,,,,,,,74.4,,
6/30/2014 22:00,0.1,13.6,66.3,16,1,0,149,0.4,,,,,,,,,,,,,,,73.2,,
6/30/2014 22:30,0.1,14,59.1,15.2,1,0,115,0.3,,,,,,,,,,,,,,,71.6,,
6/30/2014 23:00,0.2,11.7,59.4,14.8,1,0,153,0.5,,,,,,,,,,,,,,,69.9,,
6/30/2014 23:30,0.1,11,56.3,14.4,1,0,122,0.4,,,,,,,,,,,,,,,68.7,,
7/1/2014 0:00,0.5,13.8,51.5,14.2,1,0,157,0.3,,,,,,,,,,,,,,,66.4,,
7/1/2014 0:30,0.3,15.5,46.1,13.8,1,0,164,0.3,,,,,,,,,,,,,,,64.7,,
7/1/2014 1:00,0.3,15.1,45.8,13.7,1,0,140,0.7,,,,,,,,,,,,,,,62.6,,
7/1/2014 1:30,0.1,11.6,49.8,13.4,1,0,134,0.9,,,,,,,,,,,,,,,60.7,,
7/1/2014 2:00,0.2,11.1,45.2,13.2,1,0,122,0.5,,,,,,,,,,,,,,,59.1,,
7/1/2014 2:30,0.3,10.1,44.4,12.6,1,0,66,0.3,,,,,,,,,,,,,,,57.2,,
7/1/2014 3:00,0.3,8.9,44.7,12.2,1,0,147,0.3,,,,,,,,,,,,,,,55.5,,
7/1/2014 3:30,0.1,9.7,,11.9,1,0,148,0.4,,,,,,,,,,,,,,,54.8,,
7/1/2014 4:00,0.2,10.2,38.8,11.6,1,0,154,0.2,,,,,,,,,,,,,,,52.4,,
7/1/2014 4:30,0.2,10.8,33.3,11.3,4,0,142,0.4,,,,,,,,,,,,,,,50.8,,
7/1/2014 5:00,0.3,11.6,40.5,11.3,15,0,142,0.3,,,,,,,,,,,,,,,49.6,,
7/1/2014 5:30,10.2,24.4,26,11.6,49,0,227,0.2,,,,,,,,,,,,,,,47.1,,
7/1/2014 6:00,5.2,20.8,34.3,12.7,114,0,331,0.2,,,,,,,,,,,,,,,45.0,,
7/1/2014 6:30,11.4,24.8,27.4,13.5,189,0,150,0.8,,,,,,,,,,,,,,,42.9,,
7/1/2014 7:00,41.5,41.9,21.3,14.4,262,0,317,0.4,,,,,,,,,,,,,,,40.4,,
7/1/2014 7:30,37.8,43.7,28.8,14.9,336,0,331,0.8,,,,,,,,,,,,,,,38.5,,
7/1/2014 8:00,30.2,40.5,38.8,15.5,417,0,314,1,,,,,,,,,,,,,,,37.7,,
7/1/2014 8:30,21.4,33.1,50.3,16.5,497,0,333,0.3,,,,,,,,,,,,,,,38.0,,
7/1/2014 9:00,32.2,47.3,50.6,17.8,572,0,286,0.8,,,,,,,,,,,,,,,38.3,,
