Datum ,NO (µg/m³),NO2 (µg/m³),Ozon (µg/m³),Temperatur (°C),Globalstrahlung (W/m²),Niederschlag (mm),Windrichtung (°),Windgeschwindigkeit (m/s),Taupunkt (°C),,NO (µg/m³),NO Max,NO2 (µg/m³),NO2 Max,Ozon (µg/m³),Ozon Max,Temperatur (°C),Globalstrahlung (W/m²),Niederschlag (mm),Temperatur (°C),Temperatur (°C),,Ozon 8h-Mittel
7/16/2010 0:00,0,9.92,63.44,19.85,0,0,126,1.3,13.08,,,,,,,,,,,,,,66
7/16/2010 0:30,0,8.22,66.34,19.94,0,0,111,1.39,12.95,,,,,,,,,,,,,,66
7/16/2010 1:00,0,6.99,67.42,20.09,0,0,105,1.52,12.88,,,,,,,,,,,,,,66
7/16/2010 1:30,,,65.04,20,0,0,108,1.38,12.91,,,,,,,,,,,,,,65
7/16/2010 2:00,0,7.59,70.32,20.31,0,0,108,1.46,12.62,,,,,,,,,,,,,,65
7/16/2010 2:30,0,6.52,70.31,20.66,0,0,163,1.46,12.58,,,,,,,,,,,,,,65
7/16/2010 3:00,1,7.58,64.01,20.11,0,0,176,1.64,13.1,,,,,,,,,,,,,,64
7/16/2010 3:30,0,7.36,60.86,19.57,0,0,119,1.73,13.11,,,,,,,,,,,,,,63
7/16/2010 4:00,3,33.5,22.77,18.91,0,0,335,0.98,13.59,,,,,,,,,,,,,,61
7/16/2010 4:30,2,43.21,,18.37,0,0,293,1.12,13.98,,,,,,,,,,,,,,61
7/16/2010 5:00,6,47.35,6.64,17.88,13,0,345,1.13,13.87,,,,,,,,,,,,,,58
7/16/2010 5:30,19,48.34,7.19,17.79,31,0,252,1.06,13.63,,,,,,,,,,,,,,54
7/16/2010 6:00,13,41.11,18.04,18.89,106,0,137,0.87,13.91,,,,,,,,,,,,,,51
7/16/2010 6:30,29,51.78,17.75,19.72,181,0,311,0.97,13.68,,,,,,,,,,,,,,48
7/16/2010 7:00,37,53.56,16.95,20.05,257,0,314,0.95,13.79,,,,,,,,,,,,,,45
7/16/2010 7:30,37,55.01,25.35,20.71,335,0,292,0.84,13.76,,,,,,,,,,,,,,43
7/16/2010 8:00,35,52.89,27.26,22.07,416,0,320,0.8,14.17,,,,,,,,,,,,,,40
7/16/2010 8:30,29,50.77,35.56,22.96,494,0,276,0.93,14.54,,,,,,,,,,,,,,38
7/16/2010 9:00,9,27.75,62.76,24.44,571,0,98,1.21,14.68,,,,,,,,,,,,,,38
7/16/2010 9:30,17,45.39,54.19,25.52,636,0,111,0.94,14.8,,,,,,,,,,,,,,37
7/16/2010 10:00,14,41.17,75.27,25.95,699,0,232,1.15,14.39,,,,,,,,,,,,,,38
7/16/2010 10:30,15,34.99,85.84,26.32,757,0,277,1.55,13.33,,,,,,,,,,,,,,39
7/16/2010 11:00,11,33.06,83.57,27.38,796,0,198,1.12,13.45,,,,,,,,,,,,,,40
7/16/2010 11:30,13,34.07,90.39,27.85,829,0,236,1.53,12.38,,,,,,,,,,,,,,42
7/16/2010 12:00,7,20.91,104.1,28.61,851,0,242,1.42,12.01,,,,,,,,,,,,,,47
7/16/2010 12:30,9,27.91,104.11,29.03,866,0,226,1.6,10.92,,,,,,,,,,,,,,51
7/16/2010 13:00,13,37.08,112.54,29.09,866,0,248,1.88,11.21,,,,,,,,,,,,,,58
7/16/2010 13:30,14,28.88,121.26,29.77,853,0,217,1.98,11.76,,,,,,,,,,,,,,65
7/16/2010 14:00,11,38.51,115.67,30.35,830,0,241,2.18,11.18,,,,,,,,,,,,,,71
7/16/2010 14:30,11,36.37,114.45,30.99,796,0,247,2.13,10.18,,,,,,,,,,,,,,77
7/16/2010 15:00,10,34.94,116.57,31.34,751,0,268,1.93,10,,,,,,,,,,,,,,83
7/16/2010 15:30,16,38.93,109.13,31.79,704,0,277,2.04,8.41,,,,,,,,,,,,,,88
7/16/2010 16:00,11,34.11,112.33,32.06,645,0,286,2.03,7.47,,,,,,,,,,,,,,94
7/16/2010 16:30,13,36.15,110.39,32.29,578,0,261,2.33,5.78,,,,,,,,,,,,,,98
7/16/2010 17:00,9,29.16,114.55,32.44,509,0,265,1.77,5.49,,,,,,,,,,,,,,102
7/16/2010 17:30,9,32.46,111.14,32.68,433,0,249,1.28,5.13,,,,,,,,,,,,,,105
7/16/2010 18:00,9,26.65,112.25,32.58,352,0,249,1.27,5.36,,,,,,,,,,,,,,107
7/16/2010 18:30,8,26.69,113.96,32.72,266,0,294,0.88,5.64,,,,,,,,,,,,,,109
7/16/2010 19:00,6,31.17,100.4,32.23,190,0,207,0.85,8.31,,,,,,,,,,,,,,110
7/16/2010 19:30,2,23.77,95.67,31.72,114,0,134,0.5,9.6,,,,,,,,,,,,,,111
7/16/2010 20:00,1,20.65,94.5,29.33,44,0,128,0.59,10.01,,,,,,,,,,,,,,110
7/16/2010 20:30,1,19.77,90.01,27.09,14,0,127,0.84,10.74,,,,,,,,,,,,,,109
7/16/2010 21:00,0,21.67,81.58,25.9,0,0,140,0.68,11.57,,,,,,,,,,,,,,107
7/16/2010 21:30,0,25.98,69.31,25.05,0,0,136,0.91,12.4,,,,,,,,,,,,,,104
7/16/2010 22:00,0,29.08,63.03,24.19,0,0,139,0.72,13.12,,,,,,,,,,,,,,101
7/16/2010 22:30,0,30.73,54.44,23.89,0,0,114,0.91,13.73,,,,,,,,,,,,,,97
7/16/2010 23:00,3,35.82,53.11,23.73,0,0,169,1.41,13.96,,,,,,,,,,,,,,93
7/16/2010 23:30,0,30.05,48.18,22.8,0,0,148,1.03,14.43,,,,,,,,,,,,,,89
7/17/2010 0:00,0,25.74,51.31,22.78,0,0,142,1.11,14.38,,,,,,,,,,,,,,85
7/17/2010 0:30,1,32.18,46.75,22.96,0,0,216,0.88,14.28,,,,,,,,,,,,,,81
7/17/2010 1:00,1,30.44,40.83,22.56,0,0,276,0.98,14.61,,,,,,,,,,,,,,77
7/17/2010 1:30,1,48.24,,21.77,0,0,330,1.4,14.32,,,,,,,,,,,,,,74
7/17/2010 2:00,2,39.2,36.88,22,0,0,314,1.13,14,,,,,,,,,,,,,,69
7/17/2010 2:30,,,55.72,22.67,0,0,314,0.93,13.87,,,,,,,,,,,,,,65
7/17/2010 3:00,1,19.24,55.43,22.64,0,0,297,1.67,14.19,,,,,,,,,,,,,,62
7/17/2010 3:30,1,25.72,42.35,21.64,0,0,312,1.36,14.48,,,,,,,,,,,,,,59
7/17/2010 4:00,3,34.53,31.82,21.14,0,0,295,1.55,14.59,,,,,,,,,,,,,,55
7/17/2010 4:30,0,36.26,22.99,20.2,0,0,16,1.04,14.66,,,,,,,,,,,,,,50
7/17/2010 5:00,1,27.53,34.56,20.14,10,0,345,0.87,14.57,,,,,,,,,,,,,,47
7/17/2010 5:30,3,22.45,39.92,20.29,29,0,319,0.94,14.46,,,,,,,,,,,,,,45
7/17/2010 6:00,4,20.98,45.13,20.57,59,0,325,1.02,14.41,,,,,,,,,,,,,,44
7/17/2010 6:30,5,22.02,40.86,20.71,168,0,326,1.3,14.7,,,,,,,,,,,,,,43
7/17/2010 7:00,6,25.61,50.02,21.78,123,0,315,1.17,14.68,,,,,,,,,,,,,,43
7/17/2010 7:30,6,26.81,42.36,21.63,139,0,306,1.91,14.67,,,,,,,,,,,,,,42
7/17/2010 8:00,8,24.28,52.32,22.1,245,0,307,1.85,14.34,,,,,,,,,,,,,,43
7/17/2010 8:30,5,19.58,60.05,22.27,182,0,309,2.09,14.05,,,,,,,,,,,,,,43
7/17/2010 9:00,9,21.05,56.07,22.46,224,0,308,2.1,14.06,,,,,,,,,,,,,,44
7/17/2010 9:30,7,23.02,52.6,22.47,78,0,294,2.08,14.51,,,,,,,,,,,,,,45
7/17/2010 10:00,9,24.89,49.6,20.31,33,4.53,281,2.73,15.16,,,,,,,,,,,,,,46
7/17/2010 10:30,7,25.46,49.14,18.35,109,0.65,338,1.37,16.46,,,,,,,,,,,,,,45
7/17/2010 11:00,9,28.91,46.22,18.49,159,0.26,312,0.95,16.57,,,,,,,,,,,,,,45
7/17/2010 11:30,4,16,51.8,18.91,245,0.08,32,1.24,16.76,,,,,,,,,,,,,,45
7/17/2010 12:00,15,25.51,47.02,19.07,272,0.03,275,1.69,16.41,,,,,,,,,,,,,,46
7/17/2010 12:30,9,16.51,55.19,19.76,705,0,251,2.1,16.53,,,,,,,,,,,,,,48
7/17/2010 13:00,13,21.01,57.7,20.7,486,0,238,1.71,16.1,,,,,,,,,,,,,,50
7/17/2010 13:30,10,20.06,61.04,20.86,275,0,258,2,15.36,,,,,,,,,,,,,,51
7/17/2010 14:00,5,17.12,60.47,20.94,201,0,198,1.58,15.58,,,,,,,,,,,,,,52
7/17/2010 14:30,4,18.14,58.66,21.11,267,0,156,1.7,15.65,,,,,,,,,,,,,,53
7/17/2010 15:00,6,18.01,58.87,21.72,475,0,161,1.81,15.83,,,,,,,,,,,,,,54
7/17/2010 15:30,5,17.18,63.28,21.82,318,0,171,1.5,15.52,,,,,,,,,,,,,,55
7/17/2010 16:00,2,13.94,61.51,21.8,286,0,146,1.99,15.68,,,,,,,,,,,,,,56
7/17/2010 16:30,2,11.62,56.78,21.32,248,0,138,2.47,15.9,,,,,,,,,,,,,,55
7/17/2010 17:00,3,15.17,54.76,21.67,299,0,142,1.84,15.68,,,,,,,,,,,,,,55
7/17/2010 17:30,3,15.37,53.63,22.12,348,0,140,1.96,15.91,,,,,,,,,,,,,,55
7/17/2010 18:00,2,11.12,55.65,22,302,0,128,2.18,15.94,,,,,,,,,,,,,,56
7/17/2010 18:30,2,12.8,57.19,22.49,290,0,142,1.83,15.74,,,,,,,,,,,,,,56
7/17/2010 19:00,2,13.22,59.7,22.76,227,0,145,2.13,15.43,,,,,,,,,,,,,,57
7/17/2010 19:30,1,16.77,56.83,22.05,80,0,142,1.98,15.29,,,,,,,,,,,,,,57
7/17/2010 20:00,1,19.4,54.54,21.97,36,0,140,1.71,15.22,,,,,,,,,,,,,,58
7/17/2010 20:30,1,17.06,53.92,21.72,15,0,135,1.43,15.19,,,,,,,,,,,,,,58
7/17/2010 21:00,5,17.98,54.94,22.07,0,0,236,1.77,13.05,,,,,,,,,,,,,,58
7/17/2010 21:30,6,20.93,55.23,21.9,0,0,276,1.45,11.42,,,,,,,,,,,,,,57
7/17/2010 22:00,5,25.1,49.39,21.41,0,0,269,1.13,11.64,,,,,,,,,,,,,,57
7/17/2010 22:30,2,19.45,47.2,20.74,0,0,302,0.9,12.1,,,,,,,,,,,,,,56
7/17/2010 23:00,0,17.31,40.43,19.98,0,0,75,0.83,12.63,,,,,,,,,,,,,,55
7/17/2010 23:30,0,14.06,42.67,19.4,0,0,37,0.7,12.57,,,,,,,,,,,,,,53
7/18/2010 0:00,0,15.71,33.17,18.73,0,0,34,0.71,13.12,,,,,,,,,,,,,,52
7/18/2010 0:30,0,17.46,28.94,17.88,0,0,103,0.79,13.14,,,,,,,,,,,,,,50
7/18/2010 1:00,1,18.89,23.93,17.33,0,0,68,0.97,13.32,,,,,,,,,,,,,,48
7/18/2010 1:30,2,21.83,22.55,17.06,0,0,296,0.74,13.14,,,,,,,,,,,,,,46
7/18/2010 2:00,0,18.34,26.09,16.41,0,0,11,1.32,12.93,,,,,,,,,,,,,,44
7/18/2010 2:30,1,23.01,,16.11,0,0,345,1.32,12.53,,,,,,,,,,,,,,43
7/18/2010 3:00,4,32.45,14.33,15.89,0,0,287,0.8,12.69,,,,,,,,,,,,,,40
7/18/2010 3:30,,,16.12,15.52,0,0,352,1.52,12.42,,,,,,,,,,,,,,38
7/18/2010 4:00,0,30.79,14.38,14.94,0,0,325,1.16,12.23,,,,,,,,,,,,,,35
7/18/2010 4:30,3,30.93,14.94,14.79,0,0,299,1.12,12.09,,,,,,,,,,,,,,32
7/18/2010 5:00,2,30.58,14.64,14.52,13,0,317,1.21,11.84,,,,,,,,,,,,,,30
7/18/2010 5:30,2,26.82,16.92,14.27,28,0,359,1.11,11.67,,,,,,,,,,,,,,27
7/18/2010 6:00,5,22.6,19.57,15.33,108,0,312,0.69,11.98,,,,,,,,,,,,,,25
7/18/2010 6:30,9,21.39,28.44,15.99,190,0,297,0.87,11.74,,,,,,,,,,,,,,24
7/18/2010 7:00,4,12,40.38,16.19,263,0,309,1.24,11.61,,,,,,,,,,,,,,24
7/18/2010 7:30,4,13.77,41.6,17.02,345,0,323,1.58,11.69,,,,,,,,,,,,,,24
7/18/2010 8:00,5,15.75,48.51,18,423,0,326,1.69,11.06,,,,,,,,,,,,,,25
7/18/2010 8:30,8,20.59,48.1,18.65,501,0,322,1.75,11.18,,,,,,,,,,,,,,26
7/18/2010 9:00,5,16.13,55.81,19.56,579,0,340,1.47,11.24,,,,,,,,,,,,,,28
7/18/2010 9:30,5,14.22,61.85,20.32,651,0,314,1.49,11.26,,,,,,,,,,,,,,31
7/18/2010 10:00,9,18.5,65.75,21.15,710,0,275,1.94,10.91,,,,,,,,,,,,,,33
7/18/2010 10:30,4,11.69,82.1,21.79,770,0,290,1.76,9.08,,,,,,,,,,,,,,36
7/18/2010 11:00,4,9.58,87.17,22.63,801,0,296,1.74,8.28,,,,,,,,,,,,,,41
7/18/2010 11:30,4,8.26,90.41,23.19,836,0,288,1.67,7.31,,,,,,,,,,,,,,46
7/18/2010 12:00,2,7.25,94.21,22.94,580,0,316,1.37,6.44,,,,,,,,,,,,,,51
7/18/2010 12:30,7,18.35,91.38,23.24,593,0,288,1.89,5.73,,,,,,,,,,,,,,55
7/18/2010 13:00,8,19.12,94.47,23.65,671,0,304,1.73,6.56,,,,,,,,,,,,,,60
7/18/2010 13:30,4,10.24,104.55,23.79,897,0,301,1.95,6.38,,,,,,,,,,,,,,66
7/18/2010 14:00,6,17.08,104.54,24.51,901,0,281,1.72,6.17,,,,,,,,,,,,,,71
7/18/2010 14:30,7,18.12,108.28,25.04,871,0,235,1.89,6.1,,,,,,,,,,,,,,76
7/18/2010 15:00,6,16.34,111.7,25.33,843,0,248,1.93,6.13,,,,,,,,,,,,,,81
7/18/2010 15:30,3,7.66,119.23,25.59,766,0,344,1.63,6.15,,,,,,,,,,,,,,86
7/18/2010 16:00,5,14.58,116.64,25.65,692,0,289,1.78,5.91,,,,,,,,,,,,,,90
7/18/2010 16:30,2,7.99,122.66,25.95,615,0,66,1.21,6.02,,,,,,,,,,,,,,94
7/18/2010 17:00,3,13.68,116.45,26.52,531,0,145,1.23,6.35,,,,,,,,,,,,,,98
7/18/2010 17:30,1,5.49,122.01,26.34,431,0,105,1.42,6.22,,,,,,,,,,,,,,102
7/18/2010 18:00,1,3.85,120.5,25.38,330,0,51,1.63,6.07,,,,,,,,,,,,,,105
7/18/2010 18:30,1,4.7,121.08,25.31,260,0,59,1.26,5.88,,,,,,,,,,,,,,108
7/18/2010 19:00,2,8.27,118.88,25.32,182,0,343,1.33,6.19,,,,,,,,,,,,,,110
7/18/2010 19:30,4,16.51,111.25,24.98,112,0,315,1.18,6.98,,,,,,,,,,,,,,111
7/18/2010 20:00,1,11.84,104.78,23.68,41,0,25,0.95,8.04,,,,,,,,,,,,,,112
7/18/2010 20:30,0,5.94,103.73,22.31,14,0,49,1.37,8.46,,,,,,,,,,,,,,113
7/18/2010 21:00,0,4.43,104.43,21.72,0,0,53,1.36,8.26,,,,,,,,,,,,,,113
7/18/2010 21:30,0,3.77,105.65,21.35,0,0,52,1.27,8.01,,,,,,,,,,,,,,113
7/18/2010 22:00,1,9.54,97.13,21.11,0,0,3,1.05,7.68,,,,,,,,,,,,,,113
7/18/2010 22:30,1,11.25,99.33,20.97,0,0,74,1.27,7.3,,,,,,,,,,,,,,112
7/18/2010 23:00,1,11.08,95.99,20.72,0,0,14,0.79,7.23,,,,,,,,,,,,,,111
7/18/2010 23:30,0,14.1,90.24,20.1,0,0,261,0.77,7.52,,,,,,,,,,,,,,109
7/19/2010 0:00,1,18.19,85.84,19.83,0,0,248,0.84,7.79,,,,,,,,,,,,,,107
7/19/2010 0:30,0,8.38,99.02,20.5,0,0,69,1.24,7.27,,,,,,,,,,,,,,106
7/19/2010 1:00,0,2.51,102.49,20.87,0,0,83,2.49,7.09,,,,,,,,,,,,,,105
7/19/2010 1:30,0,1.86,100.17,21.05,0,0,79,3.37,7.1,,,,,,,,,,,,,,104
7/19/2010 2:00,0,2.05,97.48,20.86,0,0,87,2.97,7.35,,,,,,,,,,,,,,102
7/19/2010 2:30,0,1.94,94.91,20.83,0,0,86,3.17,7.38,,,,,,,,,,,,,,101
7/19/2010 3:00,0,2.15,93.36,20.55,0,0,87,2.97,7.42,,,,,,,,,,,,,,99
7/19/2010 3:30,0,2.18,,20.4,0,0,90,1.96,7.41,,,,,,,,,,,,,,98
7/19/2010 4:00,1,11.34,68.74,18.77,0,0,299,0.8,8.76,,,,,,,,,,,,,,96
7/19/2010 4:30,,,55.87,17.47,0,0,325,1.1,9.35,,,,,,,,,,,,,,93
7/19/2010 5:00,5,33.01,35.16,16.57,13,0,303,1.09,9.9,,,,,,,,,,,,,,88
7/19/2010 5:30,6,39.33,26.24,15.73,28,0,346,1.41,9.88,,,,,,,,,,,,,,83
7/19/2010 6:00,11,47.95,22.4,16.24,96,0,327,1.03,9.85,,,,,,,,,,,,,,78
7/19/2010 6:30,25,54.05,17.86,16.94,173,0,319,0.97,10.29,,,,,,,,,,,,,,72
7/19/2010 7:00,36,55.55,15.22,17.24,252,0,319,1.16,10.91,,,,,,,,,,,,,,67
7/19/2010 7:30,45,59.72,15.12,18.18,326,0,320,1.03,11.54,,,,,,,,,,,,,,62
7/19/2010 8:00,58,66.02,18.07,19.51,403,0,287,1.17,11.68,,,,,,,,,,,,,,57
7/19/2010 8:30,,,,20.91,484,0,290,1.29,11.81,,,,,,,,,,,,,,55
7/19/2010 9:00,,,,22.46,563,,32,1.78,12.08,,,,,,,,,,,,,,51
7/19/2010 9:30,,,84.13,23.61,,,91,2.94,11.35,,,,,,,,,,,,,,50
7/19/2010 10:00,1,4.49,86.65,24.05,704,0,81,2.82,11.64,,,,,,,,,,,,,,49
7/19/2010 10:30,2,7.75,89.23,24.84,771,0,97,2.35,11.49,,,,,,,,,,,,,,48
7/19/2010 11:00,1,5.65,94.13,25.49,739,0,92,1.99,10.69,,,,,,,,,,,,,,48
7/19/2010 11:30,1,3.44,98.67,25.94,793,0,99,2.43,9.99,,,,,,,,,,,,,,52
7/19/2010 12:00,2,6.49,97.94,26.04,760,0,87,2.23,9.9,,,,,,,,,,,,,,54
7/19/2010 12:30,2,6.41,97.93,25.73,451,0,44,2.09,9.65,,,,,,,,,,,,,,57
7/19/2010 13:00,4,7.16,99.71,26.57,829,0,53,1.75,8.73,,,,,,,,,,,,,,62
7/19/2010 13:30,3,7.67,101.49,27.39,839,0,99,1.66,8.9,,,,,,,,,,,,,,67
7/19/2010 14:00,2,5.44,104.26,27.13,661,0,104,1.88,8.74,,,,,,,,,,,,,,73
7/19/2010 14:30,5,13.3,99.04,27.88,698,0,84,1.64,8.65,,,,,,,,,,,,,,79
7/19/2010 15:00,3,9.18,106.18,27.53,683,0,110,1.77,8.6,,,,,,,,,,,,,,85
7/19/2010 15:30,3,8.35,107.91,27.85,736,0,75,2.05,8.77,,,,,,,,,,,,,,92
7/19/2010 16:00,1,6.42,109.36,28.2,587,0,100,1.85,8.65,,,,,,,,,,,,,,98
7/19/2010 16:30,3,9.56,109.19,28.13,514,0,72,1.48,8.29,,,,,,,,,,,,,,99
7/19/2010 17:00,1,4.13,115.62,28.31,498,0,76,2.07,7.99,,,,,,,,,,,,,,100
7/19/2010 17:30,1,2.57,118.55,28.24,416,0,77,1.74,7.61,,,,,,,,,,,,,,102
7/19/2010 18:00,1,4.15,117.82,28.32,338,0,101,1.71,7.45,,,,,,,,,,,,,,104
7/19/2010 18:30,1,3.32,121.13,28,250,0,57,1.73,7.43,,,,,,,,,,,,,,106
7/19/2010 19:00,0,2.73,123.54,27.67,180,0,55,1.81,7.92,,,,,,,,,,,,,,108
7/19/2010 19:30,0,3.07,122.7,27.09,104,0,54,1.75,7.99,,,,,,,,,,,,,,110
7/19/2010 20:00,0,3.67,117.61,26.25,39,0,50,1.43,8.44,,,,,,,,,,,,,,111
7/19/2010 20:30,0,6.66,105.78,24.67,12,0,94,1.29,9.39,,,,,,,,,,,,,,111
7/19/2010 21:00,0,9.8,98.14,23.49,0,0,106,1.1,9.53,,,,,,,,,,,,,,111
7/19/2010 21:30,0,10.7,97.35,22.7,0,0,105,1.16,9.6,,,,,,,,,,,,,,111
7/19/2010 22:00,0,9.86,99.1,22.24,0,0,101,1.18,9.42,,,,,,,,,,,,,,111
7/19/2010 22:30,0,5.28,112.47,22.49,0,0,96,1.77,8.37,,,,,,,,,,,,,,111
7/19/2010 23:00,0,4.68,114.97,22.62,0,0,101,2.09,8.03,,,,,,,,,,,,,,112
7/19/2010 23:30,0,3.4,116.4,22.83,0,0,95,2.13,7.74,,,,,,,,,,,,,,112
7/20/2010 0:00,0,2.9,118.66,22.96,0,0,91,2.44,7.4,,,,,,,,,,,,,,113
7/20/2010 0:30,0,2.26,117.92,23.2,0,0,83,2.95,7.1,,,,,,,,,,,,,,114
7/20/2010 1:00,0,2.27,115.82,22.92,0,0,84,2.52,7.34,,,,,,,,,,,,,,114
7/20/2010 1:30,0,3.2,107.93,22.41,0,0,86,2.3,7.84,,,,,,,,,,,,,,113
7/20/2010 2:00,0,6.41,91.48,20.86,0,0,113,1.84,9.41,,,,,,,,,,,,,,111
7/20/2010 2:30,0,7.54,83.68,19.62,0,0,115,1.91,10.15,,,,,,,,,,,,,,109
7/20/2010 3:00,0,6.39,91.2,20.15,0,0,99,1.96,9.66,,,,,,,,,,,,,,107
7/20/2010 3:30,0,5.18,94.09,20.28,0,0,103,2.13,9.51,,,,,,,,,,,,,,105
7/20/2010 4:00,0,4.14,100.49,20.98,0,0,86,2.75,9.03,,,,,,,,,,,,,,104
7/20/2010 4:30,0,4.12,,21.18,0,0,90,2.59,8.98,,,,,,,,,,,,,,104
7/20/2010 5:00,0,7.24,92.74,20.76,12,0,108,1.86,9.36,,,,,,,,,,,,,,104
7/20/2010 5:30,6,28.96,74.32,20.7,26,0,76,1.38,9.71,,,,,,,,,,,,,,102
7/20/2010 6:00,28,69.54,26.76,19.35,93,0,288,1.36,11.49,,,,,,,,,,,,,,97
7/20/2010 6:30,38,70.3,15.65,19.51,178,0,313,1.21,11.71,,,,,,,,,,,,,,91
7/20/2010 7:00,50,68.65,14.28,19.44,255,0,318,0.89,11.92,,,,,,,,,,,,,,84
7/20/2010 7:30,67,89.02,16.94,21.07,333,0,301,0.84,12.13,,,,,,,,,,,,,,77
7/20/2010 8:00,36,72.17,30.2,22.22,412,0,307,0.9,12.29,,,,,,,,,,,,,,72
7/20/2010 8:30,27,57.98,43.72,22.88,489,0,309,1.37,12.25,,,,,,,,,,,,,,67
7/20/2010 9:00,23,52.93,56.19,24.1,550,0,271,1.2,12.5,,,,,,,,,,,,,,63
7/20/2010 9:30,3,14.43,93.45,25.65,642,0,99,1.63,12.06,,,,,,,,,,,,,,62
7/20/2010 10:00,1,9.47,101.66,26.1,685,0,100,2.03,11.37,,,,,,,,,,,,,,62
7/20/2010 10:30,1,4.24,109.16,26.51,749,0,96,2.66,10.68,,,,,,,,,,,,,,64
7/20/2010 11:00,1,4.21,111.72,26.83,804,0,94,2.26,10.17,,,,,,,,,,,,,,65
7/20/2010 11:30,1,4.98,114.89,27.51,839,0,95,2.47,9.76,,,,,,,,,,,,,,67
7/20/2010 12:00,1,6.13,116.35,27.81,863,0,93,2.16,9.78,,,,,,,,,,,,,,68
7/20/2010 12:30,4,11.75,116.49,27.95,837,0,114,2.23,9.27,,,,,,,,,,,,,,71
7/20/2010 13:00,2,4.46,119.1,28.34,861,0,109,1.78,9.51,,,,,,,,,,,,,,73
7/20/2010 13:30,1,6.55,119.64,28.67,858,0,112,1.73,9.37,,,,,,,,,,,,,,75
7/20/2010 14:00,3,9.63,119.69,29.24,831,0,106,2.04,9.6,,,,,,,,,,,,,,81
7/20/2010 14:30,1,4.61,128.04,29.13,790,0,88,2.44,9.66,,,,,,,,,,,,,,88
7/20/2010 15:00,1,3.66,132.01,29.3,748,0,78,2.31,9.61,,,,,,,,,,,,,,96
7/20/2010 15:30,1,4.49,133.29,29.73,697,0,71,2.3,9.18,,,,,,,,,,,,,,103
7/20/2010 16:00,0,2.85,135.2,29.74,635,0,81,2.54,8.94,,,,,,,,,,,,,,109
7/20/2010 16:30,2,11.33,130.23,30.17,563,0,100,1.91,8.53,,,,,,,,,,,,,,115
7/20/2010 17:00,0,3.94,137.2,30.14,489,0,97,2.17,8.72,,,,,,,,,,,,,,120
7/20/2010 17:30,0,2.91,141.94,29.89,414,0,86,2.33,8.86,,,,,,,,,,,,,,123
7/20/2010 18:00,0,3.3,143.07,29.94,334,0,86,2.07,9.05,,,,,,,,,,,,,,126
7/20/2010 18:30,0,3.29,142.31,29.66,256,0,82,1.93,9.47,,,,,,,,,,,,,,128
7/20/2010 19:00,0,3.78,141.12,29.33,182,0,86,2,9.67,,,,,,,,,,,,,,129
7/20/2010 19:30,0,4.61,137.92,28.89,99,0,82,1.51,10.08,,,,,,,,,,,,,,131
7/20/2010 20:00,0,5.24,132.22,27.94,29,0,93,1.01,10.23,,,,,,,,,,,,,,132
7/20/2010 20:30,0,13.93,114.39,26.63,11,0,130,0.91,11.11,,,,,,,,,,,,,,132
7/20/2010 21:00,1,24.89,103.68,25.86,0,0,107,1.31,11.2,,,,,,,,,,,,,,131
7/20/2010 21:30,0,8.49,123.71,26.37,0,0,81,1.71,10.26,,,,,,,,,,,,,,131
7/20/2010 22:00,2,24.4,104.93,25.76,0,0,97,1.25,10.89,,,,,,,,,,,,,,130
7/20/2010 22:30,,,111.31,24.86,0,0,116,1.51,11.12,,,,,,,,,,,,,,129
7/20/2010 23:00,0,12.52,108.87,24.84,0,0,117,1.55,10.96,,,,,,,,,,,,,,128
7/20/2010 23:30,0,7.41,117.43,25.18,0,0,95,2.4,10.89,,,,,,,,,,,,,,127
7/21/2010 0:00,0,7.9,111.32,24.95,0,0,118,1.68,11.52,,,,,,,,,,,,,,125
7/21/2010 0:30,0,6.29,112.69,24.69,0,0,110,1.46,11.75,,,,,,,,,,,,,,124
7/21/2010 1:00,0,5.32,115.91,24.64,0,0,97,2.08,11.8,,,,,,,,,,,,,,123
7/21/2010 1:30,0,5.33,,24.24,0,0,88,2.44,11.89,,,,,,,,,,,,,,121
7/21/2010 2:00,0,5.23,112.09,23.96,0,0,85,2.07,12.09,,,,,,,,,,,,,,119
7/21/2010 2:30,0,5.31,111.74,23.82,0,0,98,1.96,12.25,,,,,,,,,,,,,,117
7/21/2010 3:00,0,6.04,105.29,23.45,0,0,142,1.83,12.58,,,,,,,,,,,,,,115
7/21/2010 3:30,0,6.75,95.01,22.25,0,0,136,1.9,12.96,,,,,,,,,,,,,,112
7/21/2010 4:00,0,8.34,86.18,21.02,0,0,122,1.79,13.24,,,,,,,,,,,,,,109
7/21/2010 4:30,0,9,84.46,20.66,0,0,131,1.65,13.27,,,,,,,,,,,,,,107
7/21/2010 5:00,0,13.13,77.43,20.38,12,0,129,1.98,13.35,,,,,,,,,,,,,,105
7/21/2010 5:30,1,17.4,69.29,20.21,25,0,127,1.8,13.45,,,,,,,,,,,,,,102
7/21/2010 6:00,3,27.45,62.57,20.5,85,0,125,2.18,13.64,,,,,,,,,,,,,,99
7/21/2010 6:30,8,41.81,53.56,21.87,165,0,129,2.02,13.89,,,,,,,,,,,,,,95
7/21/2010 7:00,6,35.39,62.26,22.59,230,0,122,2.05,14.01,,,,,,,,,,,,,,92
7/21/2010 7:30,3,25.37,72.03,23.78,325,0,121,2.05,14.13,,,,,,,,,,,,,,89
